"Date","LunarPhase","DailyTemp","Site","TotalCalls","TotalPreyRate"
2017-04-29,"New",16.38888889,20,76,1358
2017-04-30,"Waxing",18.88888889,44,258,464
2017-05-01,"Waxing",21.94444444,58,232,12
2017-05-02,"Waxing",23.61111111,108,232,526.67
2017-05-02,"Waxing",23.61111111,82,206,274
2017-05-03,"Waxing",24.72222222,108,222,2
2017-05-04,"Waxing",25.83333333,146,168,318.95
2017-05-05,"Waxing",28.33333333,146,215,7677.55
2017-05-06,"Waxing",28.61111111,160,213,136.14
2017-05-07,"Waxing",23.61111111,175,170,257
2017-05-09,"Full",18.33333333,216,188,1566
2017-05-10,"Full",18.33333333,244,230,502
2017-05-12,"Full",25,24,120,508.25
2017-05-13,"Full",25,52,204,1496.12
2017-05-16,"Waning",20.83333333,132,73,222.55
2017-05-20,"Waning",21.38888889,31,219,566.67
2017-05-22,"New",24.16666667,52,214,268
2017-05-23,"New",26.11111111,68,170,27.83
2017-05-25,"New",28.33333333,15,104,9.02
2017-05-27,"New",26.38888889,29,81,1050
2017-05-27,"New",26.38888889,132,169,57.27
2017-05-28,"New",26.94444444,53,193,572
2017-05-30,"Waxing",29.16666667,108,236,335
2017-05-31,"Waxing",28.61111111,139,237,460
2017-06-01,"Waxing",27.22222222,169,258,171
2017-06-08,"Full",30.83333333,52,267,2933.9
2017-06-08,"Full",30.83333333,24,170,1224
2017-06-09,"Full",31.38888889,0,123,1
2017-06-09,"Full",31.38888889,52,356,3610
2017-06-10,"Full",30.83333333,106,198,76.47
2017-06-11,"Full",30,38,157,854.9
2017-06-12,"Full",27.77777778,53,235,470.8
2017-06-13,"Waning",28.05555556,76,288,207.08
2017-06-13,"Waning",28.05555556,178,195,1343
2017-06-14,"Waning",27.77777778,88,218,75.7
2017-06-14,"Waning",27.77777778,202,250,2786.27
2017-06-15,"Waning",30.55555556,97,159,192.52
2017-06-15,"Waning",30.55555556,226,230,1532
2017-06-15,"Waning",30.55555556,11,162,1169
2017-06-16,"Waning",31.66666667,120,205,140
2017-06-16,"Waning",31.66666667,24,52,171.3
2017-06-16,"Waning",31.66666667,21,123,989
2017-06-17,"Waning",33.05555556,132,5,141.24
2017-06-17,"Waning",33.05555556,40,99,495.24
2017-06-17,"Waning",33.05555556,40,99,130.1
2017-06-18,"Waning",35,48,74,1269.47
2017-06-19,"Waning",36.66666667,165,166,533.01
2017-06-19,"Waning",36.66666667,59,69,439.09
2017-06-20,"Waning",36.94444444,190,159,13
2017-06-20,"Waning",36.94444444,65,65,741
2017-06-21,"New",35.83333333,224,119,757.01
2017-06-21,"New",35.83333333,97,16,103.7
2017-06-21,"New",35.83333333,85,63,1041.9
2017-06-21,"New",35.83333333,-3,125,1094
2017-06-22,"New",36.38888889,97,88,739
2017-06-22,"New",36.38888889,-3,160,83
2017-06-23,"New",35.27777778,11,227,286.73
2017-06-24,"New",35.83333333,146,142,1289.22
2017-06-24,"New",35.83333333,123,93,51.46
2017-06-26,"New",33.88888889,0,221,111.76
2017-06-27,"New",34.44444444,183,231,59
2017-06-27,"New",34.44444444,88,221,972.73
2017-06-27,"New",34.44444444,17,190,1624.27
2017-06-29,"Waxing",33.33333333,39,85,594.9
2017-06-30,"Waxing",33.33333333,14,231,55.24
2017-06-30,"Waxing",33.33333333,54,243,219
2017-07-01,"Waxing",33.61111111,32,125,284.78
2017-07-01,"Waxing",33.61111111,146,233,2532
2017-07-01,"Waxing",33.61111111,66,89,181.9
2017-07-01,"Waxing",33.61111111,11,152,2385
2017-07-02,"Waxing",34.72222222,48,191,21.51
2017-07-02,"Waxing",34.72222222,94,125,561.68
2017-07-02,"Waxing",34.72222222,21,69,395.1
2017-07-03,"Waxing",34.16666667,108,84,548
2017-07-03,"Waxing",34.16666667,65,148,419.42
2017-07-03,"Waxing",34.16666667,119,186,549.02
2017-07-03,"Waxing",34.16666667,35,98,732
2017-07-04,"Waxing",34.44444444,132,94,1576.53
2017-07-05,"Waxing",35,76,110,89
2017-07-05,"Waxing",35,145,68,631
2017-07-05,"Waxing",35,76,110,880
2017-07-05,"Waxing",35,108,22,1978.89
2017-07-05,"Waxing",35,135,137,357.28
2017-07-06,"Full",35,168,252,227.27
2017-07-06,"Full",35,121,178,409.57
2017-07-06,"Full",35,138,174,1963.11
2017-07-07,"Full",35.83333333,99,124,145.16
2017-07-07,"Full",35.83333333,165,115,87.38
2017-07-08,"Full",35.83333333,209,118,467.35
2017-07-08,"Full",35.83333333,109,21,56.07
2017-07-08,"Full",35.83333333,146,102,221.82
2017-07-08,"Full",35.83333333,17,152,797.2
2017-07-08,"Full",35.83333333,188,122,346.6
2017-07-09,"Full",34.16666667,119,73,9092
2017-07-09,"Full",34.16666667,31,99,1316.67
2017-07-09,"Full",34.16666667,216,24,108
2017-07-10,"Full",34.16666667,132,291,1198.98
2017-07-10,"Full",34.16666667,180,102,1137.63
2017-07-10,"Full",34.16666667,48,239,133.33
2017-07-10,"Full",34.16666667,163,198,982
2017-07-11,"Full",30.55555556,146,121,6376
2017-07-11,"Full",30.55555556,66,131,312
2017-07-11,"Full",30.55555556,163,165,193.33
2017-07-12,"Full",30.83333333,88,183,1519
2017-07-13,"Waning",32.5,12,198,760
2017-07-14,"Waning",34.44444444,119,172,543
2017-07-14,"Waning",34.44444444,199,85,113
2017-07-14,"Waning",34.44444444,0,213,618
2017-07-15,"Waning",35,220,46,847
2017-07-16,"Waning",35.83333333,242,119,167
2017-07-16,"Waning",35.83333333,30,128,44
2017-07-17,"Waning",34.44444444,48,214,58
2017-07-17,"Waning",34.44444444,58,115,744
2017-07-18,"Waning",34.16666667,279,113,1554
2017-07-19,"Waning",30.27777778,44,150,221
2017-07-19,"Waning",30.27777778,68,102,637
2017-07-19,"Waning",30.27777778,85,151,85.19
2017-07-20,"New",30.27777778,63,73,368.63
2017-07-20,"New",30.27777778,88,177,970.41
2017-07-21,"New",30.83333333,21,259,614
2017-07-21,"New",30.83333333,86,134,1421
2017-07-21,"New",30.83333333,94,125,1503.06
2017-07-22,"New",33.33333333,54,260,95
2017-07-22,"New",33.33333333,119,248,256
2017-07-22,"New",33.33333333,121,51,62.83
2017-07-23,"New",33.05555556,94,234,411
2017-07-23,"New",33.05555556,121,177,187.25
2017-07-23,"New",33.05555556,133,182,285.44
2017-07-23,"New",33.05555556,137,98,1312.04
2017-07-24,"New",30,149,243,6.86
2017-07-25,"New",29.16666667,138,240,1057.28
2017-07-25,"New",29.16666667,158,162,732
2017-07-25,"New",29.16666667,165,105,5
2017-07-25,"New",29.16666667,159,155,398.23
2017-07-26,"New",29.44444444,53,231,401
2017-07-26,"New",29.44444444,189,196,141
2017-07-27,"New",30,199,140,130.61
2017-07-27,"New",30,222,143,601
2017-07-28,"Waxing",30.55555556,222,173,77.78
2017-08-02,"Waxing",31.94444444,0,245,477
2017-08-08,"Full",32.22222222,35,276,1214.29
2017-08-09,"Full",32.5,50,176,347.57
2017-08-10,"Full",32.5,66,115,393
2017-08-11,"Waning",33.88888889,44,30,58.47
2017-08-12,"Waning",29.16666667,19,110,580.37
2017-08-12,"Waning",29.16666667,70,155,353
2017-08-12,"Waning",29.16666667,68,151,6569.61
2017-08-13,"Waning",28.33333333,35,136,407.22
2017-08-13,"Waning",28.33333333,95,140,856.31
2017-08-13,"Waning",28.33333333,119,228,119
2017-08-14,"Waning",30.27777778,119,182,100
2017-08-14,"Waning",30.27777778,52,206,31
2017-08-14,"Waning",30.27777778,17,51,487
2017-08-14,"Waning",30.27777778,0,143,401.9
2017-08-15,"Waning",29.72222222,68,102,119
2017-08-15,"Waning",29.72222222,110,132,762.14
2017-08-15,"Waning",29.72222222,35,217,1069.9
2017-08-15,"Waning",29.72222222,19,163,687.76
2017-08-15,"Waning",29.72222222,159,69,580
2017-08-16,"Waning",28.33333333,88,248,214
2017-08-16,"Waning",28.33333333,58,253,155.79
2017-08-16,"Waning",28.33333333,32,220,644.66
2017-08-17,"Waning",30.55555556,92,168,218.63
2017-08-17,"Waning",30.55555556,138,157,538.24
2017-08-17,"Waning",30.55555556,88,261,473
2017-08-18,"Waning",31.94444444,110,150,379.41
2017-08-18,"Waning",31.94444444,149,102,522
2017-08-18,"Waning",31.94444444,53,225,50.44
2017-08-19,"New",32.22222222,31,105,505.98
2017-08-19,"New",32.22222222,169,105,263
2017-08-19,"New",32.22222222,66,185,703.7
2017-08-20,"New",31.66666667,34,143,474
2017-08-20,"New",31.66666667,132,122,121.36
2017-08-20,"New",31.66666667,88,106,877.78
2017-08-21,"New",30.83333333,167,80,1606.56
2017-08-21,"New",30.83333333,50,114,904
2017-08-21,"New",30.83333333,216,104,430
2017-08-21,"New",30.83333333,146,151,124
2017-08-22,"New",31.66666667,64,153,133.33
2017-08-22,"New",31.66666667,158,80,527.43
2017-08-22,"New",31.66666667,120,163,1148.24
2017-08-23,"New",30.27777778,64,22,428
2017-08-23,"New",30.27777778,180,62,214.81
2017-08-23,"New",30.27777778,133,10,185
2017-08-23,"New",30.27777778,8,131,871
2017-08-24,"New",30,93,111,446
2017-08-24,"New",30,209,242,193.46
2017-08-24,"New",30,138,112,592.59
2017-08-24,"New",30,21,121,44.09
2017-08-25,"New",30.27777778,109,159,89
2017-08-25,"New",30.27777778,159,33,324.78
2017-08-25,"New",30.27777778,39,157,425
2017-08-26,"Waxing",32.22222222,115,228,830.36
2017-08-26,"Waxing",32.22222222,175,161,512.17
2017-08-26,"Waxing",32.22222222,57,9,435
2017-08-27,"Waxing",33.05555556,127,204,307
2017-08-27,"Waxing",33.05555556,199,252,27.27
2017-08-27,"Waxing",33.05555556,75,2,146.3
2017-08-28,"Waxing",33.33333333,220,209,70.48
2017-08-29,"Waxing",33.05555556,54,227,1764.95
2017-08-29,"Waxing",33.05555556,169,116,260
2017-08-30,"Waxing",32.5,124,71,161
2017-08-31,"Waxing",33.05555556,88,165,1759.22
2017-08-31,"Waxing",33.05555556,210,40,246.88
2017-08-31,"Waxing",33.05555556,139,306,76
2017-09-01,"Waxing",31.94444444,30,139,545.63
2017-09-01,"Waxing",31.94444444,214,120,981
2017-09-02,"Waxing",32.5,180,198,96
2017-09-03,"Full",33.88888889,97,90,285.05
2017-09-03,"Full",33.88888889,190,280,286.96
2017-09-04,"Full",33.33333333,121,94,220.39
2017-09-04,"Full",33.33333333,209,120,2022.12
2017-09-04,"Full",33.33333333,17,228,173.91
2017-09-05,"Full",32.5,224,35,60
2017-09-05,"Full",32.5,31,173,98.15
2017-09-08,"Full",28.05555556,0,261,506
2017-09-08,"Full",28.05555556,88,69,385
2017-09-09,"Full",25,17,288,106
2017-09-09,"Full",25,99,221,283
2017-09-10,"Waning",27.77777778,120,117,2004
2017-09-10,"Waning",27.77777778,41,223,2100
2017-09-11,"Waning",30,134,140,105.88
2017-09-11,"Waning",30,18,236,1326
2017-09-11,"Waning",30,52,228,153
2017-09-12,"Waning",30.83333333,138,171,290.27
2017-09-12,"Waning",30.83333333,66,71,739
2017-09-12,"Waning",30.83333333,39,80,93
2017-09-13,"Waning",30,152,62,151.33
2017-09-13,"Waning",30,29,287,877
2017-09-14,"Waning",26.11111111,165,67,566
2017-09-14,"Waning",26.11111111,138,264,985
2017-09-14,"Waning",26.11111111,0,192,3319.13
2017-09-14,"Waning",26.11111111,47,203,2733
2017-09-15,"Waning",24.44444444,165,44,5610
2017-09-15,"Waning",24.44444444,14,64,41.41
2017-09-15,"Waning",24.44444444,53,216,145.3
2017-09-16,"Waning",25.83333333,214,148,927.18
2017-09-16,"Waning",25.83333333,190,98,2283.33
2017-09-16,"Waning",25.83333333,68,184,248
2017-09-17,"New",25.83333333,220,167,86
2017-09-17,"New",25.83333333,0,158,9
2017-09-17,"New",25.83333333,88,190,99.03
2017-09-18,"New",26.38888889,14,214,2.36
2017-09-18,"New",26.38888889,63,166,11.76
2017-09-20,"New",26.94444444,149,132,2090.72
2017-09-20,"New",26.94444444,48,243,146.09
2017-09-21,"New",27.5,63,37,194.55
2017-09-22,"New",25,192,187,916.49
2017-09-24,"New",20,119,163,1169
2017-09-24,"New",20,181,216,572.45
2017-09-25,"Waxing",19.44444444,194,335,54
2017-09-26,"Waxing",23.61111111,149,58,1.41
2017-09-26,"Waxing",23.61111111,208,164,846.36
2017-09-28,"Waxing",23.05555556,35,147,515
2017-09-28,"Waxing",23.05555556,180,110,32.04
2017-09-28,"Waxing",23.05555556,19,124,174.07
2017-09-29,"Waxing",25.55555556,195,175,508.41
2017-09-30,"Waxing",26.11111111,64,24,16.81
2017-10-01,"Waxing",26.11111111,64,15,619
2017-10-02,"Full",26.38888889,64,25,420
2017-10-03,"Full",26.38888889,108,72,1440.82
2017-10-04,"Full",25.55555556,44,236,35.65
2017-10-05,"Full",26.38888889,64,63,44
2017-10-06,"Full",23.88888889,14,237,108.66
2017-10-07,"Full",21.11111111,146,107,27.37
2017-10-07,"Full",21.11111111,32,230,21.57
2017-10-09,"Full",22.22222222,180,36,210
2017-10-09,"Full",22.22222222,30,51,47
2017-10-11,"Waning",21.11111111,53,170,450
2017-10-12,"Waning",23.88888889,121,188,10.87
2017-10-12,"Waning",23.88888889,66,149,53.4
2017-10-13,"Waning",23.05555556,76,51,60
2017-10-15,"Waning",19.16666667,109,308,508.74
2017-10-16,"Waning",20,119,183,3257.84
2017-10-17,"New",20.55555556,134,137,608.18
2017-10-18,"New",20.55555556,137,78,171.82
2017-10-19,"New",22.77777778,92,183,70.37
2017-10-19,"New",22.77777778,152,53,234.55
2017-10-20,"New",24.44444444,109,188,50.48
2017-10-20,"New",24.44444444,169,30,617
2017-10-21,"New",21.80555556,109,216,150.4
2017-10-21,"New",21.80555556,192,73,126.5
2017-10-22,"New",19.16666667,132,194,805.88
2017-10-25,"Waxing",21.11111111,175,145,39.82
2017-10-26,"Waxing",20.83333333,195,185,77
2017-10-27,"Waxing",19.44444444,220,259,55
2018-04-01,"Full",22.5,0,202,954.55
2018-04-02,"Full",22.22222222,11,155,1607.77
2018-04-03,"Full",20.55555556,19,227,6575
2018-04-03,"Full",20.55555556,34,235,0.88
2018-04-04,"Full",19.44444444,38,210,4224.07
2018-04-04,"Full",19.44444444,17,226,367
2018-04-04,"Full",19.44444444,41,84,446.08
2018-04-05,"Waning",21.66666667,31,26,1604.85
2018-04-05,"Waning",21.66666667,48,166,363.73
2018-04-05,"Waning",21.66666667,53,188,1016.95
2018-04-06,"Waning",26.11111111,41,141,462
2018-04-06,"Waning",26.11111111,75,14,955
2018-04-07,"Waning",28.05555556,54,105,446
2018-04-07,"Waning",28.05555556,66,30,130
2018-04-08,"Waning",24.44444444,85,219,306
2018-04-08,"Waning",24.44444444,82,226,1049
2018-04-09,"Waning",22.22222222,76,132,1524.76
2018-04-09,"Waning",22.22222222,97,209,357
2018-04-09,"Waning",22.22222222,92,228,152.43
2018-04-09,"Waning",22.22222222,109,216,24.78
2018-04-09,"Waning",22.22222222,108,116,88.52
2018-04-10,"Waning",23.33333333,92,187,877
2018-04-10,"Waning",23.33333333,109,56,3.2
2018-04-10,"Waning",23.33333333,108,195,193.14
2018-04-10,"Waning",23.33333333,123,218,213
2018-04-10,"Waning",23.33333333,112,102,179
2018-04-11,"Waning",24.72222222,134,140,80.91
2018-04-11,"Waning",24.72222222,119,171,246.6
2018-04-11,"Waning",24.72222222,108,207,206.84
2018-04-11,"Waning",24.72222222,133,65,1908.04
2018-04-11,"Waning",24.72222222,118,118,89.52
2018-04-11,"Waning",24.72222222,19,211,333.33
2018-04-12,"New",25,127,30,57.28
2018-04-12,"New",25,11,65,1576
2018-04-12,"New",25,0,27,72.55
2018-04-13,"New",21.11111111,132,15,291
2018-04-13,"New",21.11111111,134,26,338
2018-04-13,"New",21.11111111,151,5,399.02
2018-04-13,"New",21.11111111,30,164,61
2018-04-13,"New",21.11111111,62,40,943.93
2018-04-13,"New",21.11111111,12,30,289.22
2018-04-14,"New",19.72222222,135,160,19.63
2018-04-14,"New",19.72222222,138,225,52.43
2018-04-14,"New",19.72222222,44,217,32.04
2018-04-14,"New",19.72222222,24,109,34.29
2018-04-15,"New",20.55555556,149,214,192
2018-04-15,"New",20.55555556,145,216,178.43
2018-04-15,"New",20.55555556,180,227,361.22
2018-04-15,"New",20.55555556,132,196,302.94
2018-04-15,"New",20.55555556,38,234,60.78
2018-04-16,"New",24.44444444,200,182,8641.88
2018-04-16,"New",24.44444444,165,53,704.85
2018-04-16,"New",24.44444444,169,63,123.3
2018-04-16,"New",24.44444444,66,171,68.57
2018-04-16,"New",24.44444444,48,36,4472.82
2018-04-17,"New",19.44444444,188,173,1659.09
2018-04-17,"New",19.44444444,88,151,121.82
2018-04-17,"New",19.44444444,57,97,20.49
2018-04-18,"New",18.88888889,201,204,2928.57
2018-04-18,"New",18.88888889,216,190,429
2018-04-18,"New",18.88888889,92,108,241
2018-04-18,"New",18.88888889,66,192,659
2018-04-18,"New",18.88888889,63,114,1891.82
2018-04-19,"Waxing",17.77777778,109,122,1328.05
2018-04-19,"Waxing",17.77777778,205,153,653.4
2018-04-19,"Waxing",17.77777778,72,47,1226.36
2018-04-20,"Waxing",14.72222222,242,165,1648.54
2018-04-20,"Waxing",14.72222222,228,174,389.47
2018-04-20,"Waxing",14.72222222,0,73,3398
2018-04-20,"Waxing",14.72222222,92,99,504
2018-04-20,"Waxing",14.72222222,76,16,254
2018-04-21,"Waxing",17.5,253,151,11.43
2018-04-21,"Waxing",17.5,17,238,304
2018-04-21,"Waxing",17.5,110,165,772.82
2018-04-21,"Waxing",17.5,97,215,24.39
2018-04-22,"Waxing",20,31,234,1879.09
2018-04-22,"Waxing",20,124,224,246.3
2018-04-22,"Waxing",20,108,169,2139.22
2018-04-23,"Waxing",24.16666667,41,149,869
2018-04-23,"Waxing",24.16666667,132,200,863.11
2018-04-23,"Waxing",24.16666667,108,186,300
2018-04-24,"Waxing",24.44444444,138,241,6
2018-04-24,"Waxing",24.44444444,53,222,888.39
2018-04-24,"Waxing",24.44444444,138,241,1082
2018-04-24,"Waxing",24.44444444,134,173,62.96
2018-04-25,"Waxing",26.66666667,68,240,258.25
2018-04-25,"Waxing",26.66666667,149,213,2200.93
2018-04-25,"Waxing",26.66666667,165,148,192.52
2018-04-26,"Waxing",25.83333333,88,175,222.86
2018-04-26,"Waxing",25.83333333,34,172,1938.78
2018-04-26,"Waxing",25.83333333,165,112,3751.02
2018-04-26,"Waxing",25.83333333,189,139,1183.33
2018-04-27,"Full",26.94444444,17,180,3718.1
2018-04-27,"Full",26.94444444,41,101,307
2018-04-27,"Full",26.94444444,181,215,313.04
2018-04-27,"Full",26.94444444,213,165,877.88
2018-04-28,"Full",26.11111111,110,43,50
2018-04-28,"Full",26.11111111,32,312,63
2018-04-28,"Full",26.11111111,62,142,8.47
2018-04-28,"Full",26.11111111,199,204,277.45
2018-04-29,"Full",26.38888889,132,193,16.49
2018-04-29,"Full",26.38888889,85,137,101.03
2018-04-29,"Full",26.38888889,48,163,940.17
2018-04-29,"Full",26.38888889,222,196,249.51
2018-04-29,"Full",26.38888889,251,189,1426.67
2018-04-30,"Full",24.16666667,139,248,9.35
2018-04-30,"Full",24.16666667,96,42,360
2018-05-01,"Full",21.94444444,146,54,1393.14
2018-05-01,"Full",21.94444444,110,27,722.55
2018-05-01,"Full",21.94444444,85,77,1200
2018-05-01,"Full",21.94444444,25,83,586.27
2018-05-02,"Full",14.72222222,169,120,1240.95
2018-05-02,"Full",14.72222222,119,32,341.59
2018-05-03,"Full",19.16666667,199,196,16
2018-05-03,"Full",19.16666667,126,194,88.57
2018-05-03,"Full",19.16666667,53,165,550.49
2018-05-04,"Waning",21.11111111,169,166,1918.18
2018-05-04,"Waning",21.11111111,220,217,4
2018-05-04,"Waning",21.11111111,132,227,574.76
2018-05-04,"Waning",21.11111111,0,144,1131.11
2018-05-04,"Waning",21.11111111,65,171,26.85
2018-05-05,"Waning",24.44444444,11,197,2689.6
2018-05-05,"Waning",24.44444444,85,206,258.25
2018-05-05,"Waning",24.44444444,195,174,24.49
2018-05-05,"Waning",24.44444444,-6,160,885.05
2018-05-06,"Waning",25.83333333,231,143,77.27
2018-05-06,"Waning",25.83333333,21,141,952.78
2018-05-07,"Waning",28.05555556,270,179,730
2018-05-07,"Waning",28.05555556,186,306,22.43
2018-05-07,"Waning",28.05555556,36,118,142.86
2018-05-07,"Waning",28.05555556,115,249,1716.5
2018-05-08,"Waning",27.77777778,52,191,1175.26
2018-05-08,"Waning",27.77777778,133,229,160
2018-05-09,"Waning",28.05555556,52,203,530.1
2018-05-09,"Waning",28.05555556,146,159,589.81
2018-05-10,"Waning",29.72222222,66,181,35.71
2018-05-10,"Waning",29.72222222,172,215,481
2018-05-10,"Waning",29.72222222,53,74,109
2018-05-11,"Waning",25.55555556,77,180,129
2018-05-11,"Waning",25.55555556,199,167,640.95
2018-05-11,"Waning",25.55555556,64,17,265.71
2018-05-12,"New",25.55555556,99,135,76.47
2018-05-12,"New",25.55555556,222,192,37.04
2018-05-12,"New",25.55555556,93,83,1054.9
2018-05-12,"New",25.55555556,0,8,106.12
2018-05-13,"New",23.33333333,64,97,1344
2018-05-13,"New",23.33333333,119,160,186.32
2018-05-13,"New",23.33333333,240,153,105
2018-05-14,"New",24.44444444,132,122,1309.45
2018-05-14,"New",24.44444444,123,219,283.33
2018-05-14,"New",24.44444444,19,149,269
2018-05-14,"New",24.44444444,64,154,489.13
2018-05-15,"New",25,64,159,2.73
2018-05-15,"New",25,146,190,202.8
2018-05-15,"New",25,132,234,319.49
2018-05-15,"New",25,45,125,779.41
2018-05-15,"New",25,48,134,1239
2018-05-15,"New",25,31,168,286.73
2018-05-15,"New",25,31,168,417.48
2018-05-16,"New",26.11111111,64,69,618
2018-05-16,"New",26.11111111,152,209,666.67
2018-05-16,"New",26.11111111,53,199,230.48
2018-05-16,"New",26.11111111,48,114,681.37
2018-05-17,"New",26.94444444,64,66,984.82
2018-05-17,"New",26.94444444,183,221,2020.3
2018-05-17,"New",26.94444444,167,148,910.19
2018-05-17,"New",26.94444444,65,166,1987.25
2018-05-17,"New",26.94444444,121,71,502.11
2018-05-18,"New",25.83333333,64,225,750
2018-05-18,"New",25.83333333,199,227,80.37
2018-05-18,"New",25.83333333,190,244,400
2018-05-18,"New",25.83333333,88,188,624.51
2018-05-18,"New",25.83333333,27,4,263
2018-05-19,"Waxing",26.11111111,220,166,269.9
2018-05-19,"Waxing",26.11111111,220,166,29
2018-05-19,"Waxing",26.11111111,97,239,946.9
2018-05-19,"Waxing",26.11111111,180,144,718.95
2018-05-19,"Waxing",26.11111111,50,136,434.55
2018-05-20,"Waxing",27.22222222,243,218,128.21
2018-05-20,"Waxing",27.22222222,109,143,31.48
2018-05-20,"Waxing",27.22222222,120,171,1142.99
2018-05-21,"Waxing",25.83333333,132,222,634.75
2018-05-21,"Waxing",25.83333333,138,150,620.56
2018-05-22,"Waxing",23.88888889,212,172,545.13
2018-05-22,"Waxing",23.88888889,138,222,1167.27
2018-05-22,"Waxing",23.88888889,159,153,509
2018-05-23,"Waxing",25.27777778,212,205,570
2018-05-23,"Waxing",25.27777778,159,291,1064.08
2018-05-23,"Waxing",25.27777778,183,184,221.5
2018-05-24,"Waxing",27.5,212,139,93
2018-05-24,"Waxing",27.5,180,172,1531.78
